feature,coefficient,abs_coefficient
Bz_t-3,1.6043454402293251,1.6043454402293251
Np_t-3,1.5628441432639115,1.5628441432639115
By_t-3,0.7806827178350734,0.7806827178350734
Bz_t-1,-0.747054079396901,0.747054079396901
By_t-1,-0.6702005253553983,0.6702005253553983
Np_t-2,-0.12811384574730644,0.12811384574730644
By_t-2,-0.056529635345238624,0.056529635345238624
Bz_t-2,-0.0,0.0
Np_t-1,-0.0,0.0
